1285,4,LB,3
976,14,DP,1
250,27,DG,4
417,4,LG,6
380,7,LG,3
144,26,LP,3
114,20,DP,3
382,18,LB,1
1423,22,DG,1
801,12,DB,6
1630,24,LP,3
798,27,LB,6
910,4,LG,2
60,7,DB,5
2387,24,LG,2
1101,10,LP,3
561,13,DB,2
1807,6,DG,1
1682,18,DP,4
2220,6,LP,2
1022,5,DP,2
256,23,DB,2
1262,12,DG,5
549,16,LB,3
680,7,DP,2
744,27,DG,2
66,8,DB,6
1586,8,DP,1
2033,4,LP,5
994,15,DP,3
1875,6,LG,3
704,17,LB,3
333,16,LP,5
815,19,LG,3
37,15,LG,3
1462,4,LG,1
1423,13,LG,3
2450,22,LP,3
424,15,LG,2
443,8,LP,3
2142,12,DP,4
275,19,LB,3
2140,6,DG,1
541,15,DG,4
1975,19,LP,1
2114,15,LB,6
2425,16,DP,1
1344,17,DG,2
1926,27,DG,3
753,20,LB,2
103,25,DB,2
1796,27,LG,1
821,16,LG,6
1935,17,DG,4
265,8,LB,5
2195,6,DB,3
1918,11,LP,2
1728,20,LG,5
759,10,LG,6
1177,10,LB,2
2448,27,LP,4
2479,6,LP,5
2141,13,LP,3
568,12,DB,5
232,25,DB,4
2214,17,LG,2
1972,25,LP,4
2248,10,LG,6
1451,4,LP,5
2399,19,LG,1
98,8,LG,1
2385,26,LP,5
481,8,DB,2
2276,15,DB,5
707,6,DP,1
2274,14,DP,2
1358,10,DB,2
1789,12,DB,3
158,17,DP,4
1466,24,DP,4
1538,23,LP,5
1049,8,LB,3
2193,8,DB,2
396,19,LP,1
2414,18,LP,5
696,25,LG,4
963,8,LP,6
1378,17,LP,5
2411,13,LP,4
1124,22,LB,6
1618,10,LG,3
366,11,LP,6
1280,11,DP,3
338,20,LB,4
1424,22,LP,1
255,23,DP,5
1033,13,DP,6
1369,17,LB,5
2095,23,LB,4
1872,13,DG,4
1754,24,LP,1
745,20,DP,4
2151,10,LP,2
1592,7,LP,3
1639,27,DB,2
2065,21,DG,6
858,8,LB,4
784,24,DG,6
1423,6,LP,4
1515,6,DP,6
1831,13,DB,4
2289,26,DB,4
2479,17,DP,4
2074,8,DB,4
1132,16,DG,2
1330,5,LP,2
129,21,DG,3
1259,16,DP,6
1325,14,DG,6
900,22,LP,2
1576,6,DB,2
177,12,DP,1
1847,22,LP,2
1519,26,LP,1
1773,16,DG,3
1208,7,DG,2
1676,17,LB,6
403,21,LB,3
2083,21,DB,6
1978,27,LB,3
663,21,LP,2
2472,5,LP,3
1021,22,LB,3
2070,21,LG,1
1236,23,LB,6
343,18,LP,4
1911,23,DP,6
336,17,LG,3
621,10,DP,2
512,24,DB,3
156,19,DB,5
2463,6,DP,2
938,21,LP,2
1514,20,LG,1
1921,8,LP,4
1324,4,DP,4
1664,24,DP,4
142,25,LB,5
1128,26,LG,6
2184,17,DP,1
874,15,LB,2
531,22,DG,2
717,22,DG,4
1143,25,LB,5
545,12,DB,5
1642,19,LP,5
1879,6,DB,3
2364,8,LP,6
357,16,DB,5
167,21,LG,6
1053,4,DP,4
1045,19,LB,6
1402,11,LB,4
1712,4,DB,1
1955,8,LG,2
1698,24,DB,5
1371,6,DP,6
831,23,DG,6
574,18,DB,6
2250,20,DP,1
2082,8,LG,5
2186,20,DG,3
981,14,LP,1
1569,13,DG,4
754,11,LP,6
490,9,LG,3
178,8,DP,5
64,17,LG,5
2422,24,LB,3
1663,17,LP,4
1722,11,LP,2
2160,24,DB,6
478,23,LB,5
2352,22,LG,2
2184,4,LP,2
618,13,DG,6
2044,4,DG,6
2215,25,LB,3
1073,12,DP,6
1224,20,LB,1
1464,10,LP,3
118,23,LP,5
638,18,DB,1
941,4,DG,2
918,19,DG,5
841,18,LB,1
2407,25,LP,2
1728,23,LG,6
1740,17,DP,1
936,4,DP,1
138,10,LG,3
796,21,LG,6
2347,19,LG,6
1101,4,DG,3
1571,21,LP,6
292,21,LG,5
1933,10,DB,1
2468,13,LB,2
232,26,DP,4
1595,13,DB,5
1012,5,DP,4
688,4,LP,1
2302,25,DB,5
886,11,DP,3
1505,23,LP,3
2086,10,LG,4
2078,26,DP,2
1860,22,LB,5
540,16,DB,6
893,18,LP,4
1221,27,DB,6
1864,6,DP,6
754,8,LB,5
676,19,DP,1
10,14,DG,6
908,8,DB,6
97,10,DP,2
2425,15,DB,4
486,13,LG,3
1944,4,LG,4
312,25,DP,3
290,18,DG,6
738,8,LP,1
1416,10,DB,4
194,22,LB,6
1290,14,LP,4
1346,9,LP,1
349,13,LB,2
909,16,DG,2
1684,5,DP,3
228,20,DG,6
428,19,DB,1
166,23,DG,1
1050,13,DP,3
1949,22,LG,2
273,4,LP,6
33,4,DP,3
1705,20,LG,1
2226,14,LG,4
398,12,DB,2
1909,27,LP,3
1567,13,LP,1
1114,8,LB,6
2477,15,LG,4
2114,12,LP,4
620,20,LB,2
433,17,DB,6
2493,12,LP,2
2230,10,DB,6
1997,4,DG,2
2085,4,LG,4
507,16,DG,6
2424,7,LG,6
1704,7,DG,3
2249,10,DB,4
2305,17,LB,4
1912,15,DB,3
1807,10,DB,3
369,24,DP,6
1028,8,DG,2
2386,10,LP,2
1586,20,LP,1
1740,22,LP,6
67,21,DG,6
76,17,LP,4
2260,8,LG,4
771,6,DB,6
740,15,DP,5
1513,20,DG,6
2087,17,DP,5
2113,15,LG,3
1706,15,DP,4
72,21,LP,1
2291,8,LB,3
461,24,LG,1
1132,5,DP,1
2028,6,LP,5
1767,18,LB,5
855,14,LP,6
1399,26,DB,3
1424,27,LB,1
848,13,LB,5
2167,27,LB,6
1300,13,DB,4
2289,15,DG,1
2222,23,LG,2
1582,17,LG,1
1526,19,LB,3
2135,22,LB,4
912,13,DP,2
1301,13,DB,4
438,23,DB,3
1352,6,LG,4
1868,5,DG,2
1005,16,DP,4
1835,19,LG,6
1022,18,DP,6
429,14,LB,3
1421,19,DB,2
1804,23,LG,2
561,4,LG,6
1652,23,LG,6
813,14,LB,3
2257,24,LP,1
1936,6,LB,3
1396,6,LG,5
2247,19,DG,5
2112,18,DG,1
1819,13,DB,1
91,6,LP,6
2304,11,DP,1
1204,9,DG,2
1614,4,DG,1
1234,11,DP,3
681,13,LB,2
139,6,LP,2
21,10,LP,6
1480,10,DG,6
472,12,DB,2
499,8,LG,5
704,7,DP,3
759,25,DG,1
424,21,LG,2
330,21,DP,1
1476,21,DB,2
762,24,LB,3
2371,21,DB,4
82,10,DG,2
1078,4,DB,6
160,20,DB,6
27,20,LB,4
174,23,DG,5
1127,17,DP,5
2048,6,LP,1
76,19,LG,3
732,21,DP,2
1842,8,LP,4
114,16,DP,3
1965,21,DB,3
1269,16,LB,2
1052,12,DB,3
1817,24,DB,1
44,16,LG,2
1193,17,LB,3
1211,8,DG,2
1331,27,DP,5
1609,8,LP,3
1465,24,DG,1
72,25,LP,3
126,10,DB,2
332,20,DB,4
775,6,LP,1
2428,24,DP,2
2011,4,DB,6
1321,16,LG,2
1819,12,LP,1
1508,9,LB,1
157,10,LB,2
778,20,DG,2
700,4,LB,1
1658,13,LG,2
103,14,LG,2
1652,24,DB,2
2485,20,DG,1
1044,9,LG,2
610,25,LB,5
207,4,DB,3
2374,23,DP,2
691,27,DP,6
597,13,LG,5
739,6,LP,3
1588,27,LG,4
2281,16,LB,2
142,12,LP,5
2002,16,LP,4
365,4,DG,6
522,21,LP,1
28,16,LG,6
1185,23,LP,3
1671,4,LB,1
1555,27,DG,6
1595,4,DB,3
1324,12,LB,6
1519,19,LP,1
1510,20,LP,5
861,24,LG,1
1008,18,DP,1
1634,24,DB,2
1613,24,LP,2
1634,9,DB,5
577,21,LP,1
2001,12,DG,5
445,21,DP,5
1889,8,LG,6
1844,23,DB,5
807,10,LP,5
1074,17,DB,3
1355,13,LP,1
1590,10,DG,4
1136,19,DP,3
310,4,DP,6
1122,16,DB,3
1936,5,DG,5
1696,20,DB,6
381,12,LB,4
2397,21,DG,5
1958,19,DG,4
1482,20,LG,6
300,5,LB,3
414,27,DG,6
619,22,DG,5
1344,10,DB,1
2065,20,DB,4
530,8,LG,2
407,23,DG,2
2092,17,DP,5
1480,6,DP,4
904,17,DG,1
800,11,LG,6
2274,11,DP,5
443,24,DB,6
2476,9,LP,1
547,14,LG,3
480,20,LB,5
380,21,LG,1
196,27,DP,2
672,6,DB,5
892,6,LG,1
810,15,LG,4
1841,23,LG,1
545,21,DP,4
2388,15,DG,3
1947,13,DB,4
287,23,DB,1
1551,4,LG,1
491,19,LB,5
1304,4,LB,5
1128,10,LB,6
2146,9,DB,4
1207,18,DP,6
938,15,DG,4
1144,5,DP,2
2472,27,LB,4
593,15,LG,5
1631,23,LG,4
801,21,DB,1
987,12,LB,3
1235,20,LB,5
489,8,DB,3
1399,21,LG,4
499,24,LB,5
4,27,LB,3
1081,15,LG,5
2409,17,LB,3
151,21,DG,6
1022,4,DG,3
1274,15,LP,1
1455,17,DP,3
2002,27,LP,4
1354,8,LG,1
274,20,DP,4
2022,17,LB,3
205,18,DP,3
2264,17,DP,4
1492,6,DP,6
635,4,LG,2
798,11,DG,6
1174,19,DG,6
2409,4,LG,3
2176,20,LG,5
1532,24,LG,3
668,16,LP,3
1603,6,LP,2
1737,13,LG,1
2419,19,LB,5
567,14,DP,4
1959,13,DG,2
1952,11,LB,3
808,11,DG,3
1005,13,LP,4
1262,25,DP,4
1105,4,LG,3
1516,17,LP,1
384,7,LB,1
1012,15,DB,3
194,11,DG,5
486,27,LB,5
2143,19,DG,1
622,12,LP,5
480,18,LG,3
1716,23,LP,4
1256,25,DB,2
2030,11,DB,3
1656,11,LP,3
514,16,DP,3
1815,14,DB,2
2407,21,LP,6
1707,8,LB,6
1538,25,LP,5
1740,20,LB,5
2404,20,DB,3
2338,8,DG,2
2024,23,DB,1
1461,4,DB,5
2050,15,LB,4
234,5,LP,6
738,21,DP,3
1134,17,LB,4
775,10,DP,1
786,16,LP,1
1514,15,DB,1
506,27,DB,4
136,24,LP,1
2089,17,DB,5
1941,20,LG,1
1009,12,LG,4
342,19,DG,1
654,20,LB,6
2124,19,DG,1
1788,14,DP,4
1712,19,DB,6
1751,26,DG,4
2266,27,LP,3
1938,9,LB,4
2388,9,DB,4
2333,21,DP,1
1245,21,DB,4
949,13,DG,5
944,21,LP,2
569,17,LG,2
2498,21,DP,6
1360,5,LG,3
20,5,DG,5
1065,10,LG,4
268,19,LB,1
362,8,DG,6
1111,17,LB,1
1474,5,LG,4
2332,14,LP,2
2396,9,LG,6
1127,13,DB,5
1635,21,DB,2
1806,17,LB,6
724,5,DB,6
296,17,DP,4
2387,22,LG,2
2436,9,DB,6
702,17,DB,6
172,9,DB,3
1064,24,LG,3
802,23,DB,4
565,19,LB,6
1892,7,LG,3
1278,17,DG,5
2054,11,DP,3
550,10,LB,4
278,10,DG,1
2336,19,LP,1
2167,10,LB,1
1235,14,LP,4
2389,10,DB,5
937,8,LP,5
1672,5,LP,4
2,15,DG,5
703,13,LG,6
512,7,LP,1
2154,10,LB,6
1264,4,LB,2
201,10,LG,2
359,13,DG,1
49,24,DB,3
1513,16,DB,2
1207,17,LB,6
1848,6,LB,4
1876,13,LB,4
1309,10,LB,5
630,26,DP,3
667,6,DG,1
15,10,DB,1
556,14,LP,4
1749,16,LG,6
682,11,DB,6
1493,15,LG,2
1473,8,DG,5
866,11,DP,1
1004,22,LB,5
2450,4,LB,3
125,14,DB,1
617,8,LG,6
758,19,DB,2
148,5,DB,4
252,25,DG,5
2154,19,LP,1
202,21,DG,2
878,10,LB,1
2469,14,DP,5
974,11,LP,1
2275,8,LP,1
843,13,LB,6
1044,25,DG,3
1984,10,LG,4
2109,22,LG,4
1480,24,DB,1
400,7,DG,4
461,12,LP,6
329,16,LG,6
1883,12,LB,4
611,27,LB,1
1240,4,DB,2
2432,23,LB,5
545,13,DP,6
1877,14,DP,6
656,17,DB,1
766,25,DB,3
1734,4,DG,2
1377,21,DP,1
797,16,DG,3
1591,19,LP,1
1990,13,LP,1
956,8,LP,3
1439,23,DP,3
355,14,DP,1
1837,24,DB,1
2080,5,DP,5
2020,22,LP,4
620,23,DB,4
785,4,DG,5
2114,24,LP,5
931,13,DB,5
1000,11,DB,4
499,27,DG,5
2397,26,DB,3
528,14,DG,1
1875,4,LP,2
708,8,DP,6
1463,23,DB,6
2285,22,DP,6
1,21,DG,5
93,19,DG,1
218,14,DP,1
162,25,DG,3
2344,7,LB,2
956,7,DP,3
1655,10,LB,2
676,22,DB,3
1533,4,DB,6
1173,10,DP,4
947,14,DP,2
2407,23,DG,6
1191,27,DG,5
2250,4,LB,4
1712,17,DG,1
1578,21,LG,5
174,25,DB,4
1387,4,LG,5
1886,11,LB,5
978,15,DB,2
526,11,DB,2
647,14,LP,6
1862,19,LB,6
477,21,DG,6
780,20,DP,3
1289,13,LB,3
952,7,LG,2
859,8,LG,4
626,18,LP,6
2261,27,LP,2
1657,15,LG,1
685,21,DG,6
2400,17,LP,1
1038,10,DP,2
1999,22,DB,3
127,17,LP,6
405,10,LB,6
690,9,LP,6
1672,4,LP,2
1525,10,LP,1
104,5,DB,4
532,5,DB,1
1355,6,DG,1
2207,23,DB,6
2130,18,LB,4
241,20,DB,2
689,4,LG,1
2364,9,LB,2
154,25,LP,1
1648,5,LG,4
2229,23,LB,1
1223,23,LB,4
1527,26,DB,2
1394,15,DG,5
1447,27,LP,6
1600,4,DG,5
2358,17,DG,4
1966,12,LB,4
1027,4,DP,2
162,15,DG,3
2028,5,LP,5
2049,21,DP,6
1250,5,DG,3
1934,20,DP,3
691,20,LG,5
872,21,DB,5
882,14,DB,5
473,26,LG,6
1239,6,DB,2
570,25,LP,5
2165,15,DP,3
1467,6,LG,6
125,19,DG,3
308,6,DB,1
890,19,DG,3
1510,19,DG,1
1432,7,DB,5
1940,27,DG,1
1737,8,DB,1
1672,22,DB,2
370,15,LG,1
1543,19,DP,5
880,4,LP,3
1319,4,DB,4
1955,6,LG,3
2392,15,DB,5
924,6,LP,3
899,13,LP,3
1478,27,LP,6
2071,10,LG,3
2442,14,DG,4
1695,6,DP,3
1015,22,DB,1
375,12,LP,5
396,14,LB,5
1586,22,DP,1
485,10,DP,4
2389,15,DG,5
1783,23,DG,5
453,10,DG,1
455,10,LG,6
896,17,LG,3
1569,4,DG,3
851,14,DG,3
599,10,DB,1
1044,19,LG,6
8,20,DG,2
1407,4,LG,2
1156,21,DG,1
1483,8,DB,4
117,27,DG,2
2340,8,DB,4
312,5,DB,5
744,23,LP,2
344,7,DB,6
1714,9,DG,5
666,5,LP,3
80,22,LP,3
1225,20,LP,1
2313,20,DP,2
232,27,LB,1
678,10,LB,3
175,6,LP,2
128,11,DB,2
2002,8,LG,3
706,4,LG,2
1306,26,LB,1
534,4,DP,6
438,13,LB,3
1096,24,LB,6
2287,26,LB,4
399,10,DB,4
601,18,LG,2
220,17,LB,3
629,27,LP,1
1570,23,LP,2
2093,13,LG,2
1982,12,LB,5
348,14,LP,4
496,26,LG,5
1031,19,DP,5
2431,13,LG,2
1209,8,DB,5
2434,15,LB,6
1644,20,DP,6
1798,10,LP,6
1941,10,DP,6
1195,4,DB,1
849,15,DG,3
596,8,LP,1
627,6,DP,1
1485,12,DG,5
1678,24,LP,3
2158,12,DP,2
222,23,DB,5
1733,10,DB,1
1650,22,DG,4
2423,10,LB,3
2008,25,LB,4
1217,25,DG,2
834,8,DB,5
648,22,DP,5
1843,14,DP,4
178,18,LP,5
964,22,LG,2
528,27,LG,1
64,4,LG,3
2152,7,LB,3
309,4,LP,1
64,7,LP,5
860,16,LB,4
2354,20,LB,6
1960,27,DB,4
1886,12,DP,4
1504,18,DP,3
1298,5,DG,6
963,27,DP,4
573,22,DG,1
142,4,LG,5
794,26,DB,2
1917,20,DB,5
1704,23,DB,5
1212,24,DB,1
1316,4,DG,2
464,27,LP,4
5,23,LG,5
2257,8,DB,4
2261,26,DP,2
1616,4,LB,6
1696,14,LG,3
1076,19,LP,5
930,14,LB,1
1923,4,DG,4
2431,23,DG,6
93,4,DG,3
1149,26,LG,3
1330,16,LG,4
580,4,DB,6
1175,17,DG,2
1073,26,LB,4
1667,4,LP,5
2383,6,DG,6
532,24,DG,1
755,6,DG,3
259,13,DP,6
1364,25,DG,1
2449,25,LB,2
2440,26,LB,6
232,11,DB,5
1940,8,DP,5
1757,14,LP,6
1282,16,DP,2
254,24,LG,1
403,22,LB,5
817,4,DP,3
273,20,LG,6
1029,10,DB,3
592,7,LB,3
712,6,DB,2
306,17,DP,1
1547,8,LG,1
1219,6,LG,6
626,15,LG,1
1643,4,LG,6
1796,20,LP,6
318,26,DG,5
2408,22,DG,6
2009,4,DP,5
691,14,DB,5
418,16,DB,3
786,22,LG,4
71,27,LG,5
2189,14,LG,5
401,25,LB,3
125,16,LP,2
823,19,DB,5
802,17,DP,5
2477,22,DG,1
79,20,DG,6
336,10,DG,3
1016,4,DB,4
969,8,DG,6
2191,26,DP,1
2463,4,DB,5
2122,5,LP,6
2274,5,DG,1
12,20,DP,6
630,10,LG,6
1160,21,LP,2
1056,11,LP,2
1443,19,DG,6
1489,15,LG,5
2077,13,DP,6
775,25,LP,6
1247,17,DG,3
1572,27,DB,5
996,19,DG,6
422,13,DG,1
1079,19,DG,2
2250,8,DP,5
1220,15,LG,2
240,24,DP,5
1379,14,LG,3
1440,7,DG,6
582,23,DG,3
949,16,DB,3
2360,17,DB,5
530,9,DP,5
604,9,LP,1
1323,6,LP,5
2215,18,LP,3
152,25,DG,5
1409,21,LG,1
1520,4,LB,2
121,15,LB,1
2369,12,LP,4
2053,23,LB,3
2312,4,DG,1
157,22,DB,6
296,12,LP,4
392,10,DG,5
1861,19,LB,5
1365,16,LB,3
2150,23,DG,4
1862,20,DB,4
923,16,DG,2
404,27,LB,4
190,4,DP,4
2468,4,DB,3
2362,14,LP,3
1938,8,LP,3
661,23,LG,5
1494,19,LG,4
1410,8,LP,1
358,27,LG,5
1894,23,LG,3
671,13,DB,1
1521,8,LG,3
655,10,DB,1
660,5,LB,1
888,11,LB,6
568,6,LP,3
1206,13,LB,5
1605,27,DB,6
153,15,LP,6
1546,13,LP,5
1640,20,LB,5
821,14,LG,5
2127,19,LP,6
258,22,LP,1
900,21,DP,5
2172,12,LG,4
2284,22,LG,2
1467,13,LB,6
1108,23,LG,4
1792,17,LG,1
1685,27,DG,3
2229,20,DG,4
1494,4,LB,2
2455,27,DG,3
2206,24,DG,4
1595,16,DG,1
596,19,LG,3
766,4,LB,1
1332,15,DP,4
593,8,DB,3
1955,21,DG,3
1281,23,DP,3
1330,18,DB,6
1510,4,LB,4
1626,11,DP,5
1603,13,LB,3
599,21,LP,2
2416,18,LB,5
2343,13,LB,1
1735,17,LP,6
2300,16,LB,2
856,12,DP,1
353,8,DP,4
1331,6,DB,3
1378,9,LP,4
716,22,LB,6
117,10,LB,1
113,13,LB,6
1679,20,DB,2
846,5,LB,2
198,10,LB,3
2396,7,DP,4
2130,20,DB,2
1783,22,LB,5
1139,27,LG,1
678,17,LB,4
20,25,LB,5
547,27,LG,3
681,15,DB,4
1589,13,LB,5
2048,7,DP,5
748,6,DG,4
1249,25,DG,2
1522,18,DP,5
1638,23,LB,4
2338,12,LG,1
714,4,LP,4
1009,21,DG,5
1318,10,DB,5
1536,19,LP,5
996,5,DB,5
1916,5,LP,5
1780,7,LG,1
1186,5,LP,3
1496,5,LG,4
114,14,DG,6
716,23,LG,1
154,27,LG,5
497,21,DP,2
1080,11,DP,5
1314,4,LB,5
222,12,DB,5
28,5,LG,2
2222,5,LB,2
967,23,LG,1
1118,18,LP,6
279,17,LP,2
1845,27,DB,2
2279,23,LP,3
891,16,DP,2
1348,5,LP,5
2242,23,LG,2
1248,13,DG,1
486,11,DB,1
1943,26,LP,1
357,14,LB,5
2141,21,LP,1
766,24,LG,6
1028,7,DP,4
810,20,DB,5
1801,20,DG,3
234,10,DP,5
1372,17,LG,2
1589,16,DG,5
1186,21,DG,2
356,7,DB,1
266,8,DG,3
680,15,LG,6
2382,23,LG,3
1027,8,LG,6
1051,6,LG,4
1313,25,LG,4
1047,19,DP,3
1770,11,DP,4
923,20,LG,4
1498,5,DG,4
1761,13,DB,3
1922,8,LB,4
2335,17,DP,5
1938,22,LP,2
1083,16,DG,5
89,24,DG,6
1959,23,LB,3
1956,4,DP,5
482,25,LP,6
2414,23,DB,4
808,22,LG,2
2031,19,LP,5
1254,17,DG,5
1710,21,LG,4
2098,8,DP,6
2407,19,DP,4
2175,13,LB,2
2244,19,DP,5
2312,15,LP,1
2119,23,DG,2
1980,9,LG,1
624,21,LP,5
189,10,LB,5
750,18,LP,5
793,4,LP,3
1590,21,DP,3
1410,24,DG,6
470,26,DB,6
1973,23,LG,6
658,9,DG,1
305,13,DP,6
1108,7,LB,4
989,21,LG,5
1389,24,DP,3
1809,10,DB,4
1324,9,DG,6
770,22,LB,6
1970,16,LB,6
2443,8,LP,5
1722,15,LG,3
1432,15,LG,4
2487,19,DG,3
1533,10,DB,3
1359,26,LG,1
627,24,DB,1
2061,18,LB,1
1945,26,DP,5
1707,13,LP,6
2339,6,DG,2
2137,26,LP,5
2305,8,LG,4
1559,19,LP,6
534,26,LB,3
500,25,DG,6
2367,23,DP,3
1255,12,DB,6
1190,5,DP,2
2064,11,LB,6
482,11,LG,2
1036,9,LG,3
262,20,DB,6
2041,4,DP,2
1888,20,LP,1
123,12,DB,1
2198,17,DP,1
2440,5,LP,6
642,22,LG,6
1717,14,DP,6
1742,11,DP,5
315,20,LP,1
1967,19,DB,4
442,8,DP,5
1754,13,LB,2
1246,11,DB,1
1219,19,DB,4
2288,26,LG,2
1660,4,LG,3
2420,5,DG,2
1094,19,LB,4
84,8,LG,2
942,25,LP,2
1294,20,DB,4
1598,27,DB,5
237,18,DP,1
2224,6,DP,4
347,6,LB,2
1720,24,DB,5
1182,26,LG,2
557,10,DB,2
368,18,DB,1
1352,17,DB,1
451,6,DB,6
2135,14,LP,1
651,6,DB,5
801,4,LG,6
819,14,LB,5
1768,21,DG,6
1836,7,LB,5
1252,6,LB,2
1985,25,DP,2
83,6,DB,2
900,15,LG,1
975,26,LP,2
1672,20,LB,3
631,12,LG,6
2373,15,LG,5
2293,23,DB,3
1144,25,DG,5
2231,12,DP,2
2466,22,LG,3
1474,11,DG,3
648,4,DG,1
1938,5,DG,4
363,22,LG,2
737,12,DP,1
1961,10,LP,3
2342,11,DB,1
1628,9,DP,1
1938,17,LG,5
1939,4,DB,6
858,4,LG,3
2252,17,DB,3
1443,6,LP,5
277,16,LG,2
1133,21,LG,5
838,13,LP,6
1006,5,LB,4
1733,16,DP,3
2042,15,DB,3
1748,9,LG,4
2304,14,DB,3
664,6,LB,4
880,17,LP,5
1626,14,DG,5
2027,22,DG,6
867,4,DG,1
274,18,LG,1
80,13,LB,2
949,15,LB,3
627,20,LB,4
452,21,DP,2
1074,5,LG,2
711,6,DP,1
2010,14,LG,5
1862,11,LB,2
2258,22,LP,3
717,24,LG,5
2116,19,DG,2
2486,11,DG,6
2150,17,DB,1
1238,26,LG,3
2482,22,DB,3
2469,27,LP,4
39,10,LB,5
969,17,DG,3
621,14,LG,1
2113,23,LB,6
1731,19,DP,4
1046,26,LP,2
962,22,LP,5
1767,23,LG,3
620,7,DP,6
1700,5,LP,6
1194,11,LP,6
701,14,DG,5
908,9,DB,2
1470,10,LG,1
81,8,DG,1
1188,15,DP,4
327,18,DG,1
2202,19,LG,1
2381,10,DB,5
1581,4,LG,6
558,25,LP,5
2402,26,DB,4
568,5,LG,6
1957,13,LB,4
810,9,DG,5
1688,10,LB,2
626,27,LP,5
1059,8,DG,6
1540,27,DB,3
530,17,LB,5
1206,5,DB,2
733,21,DB,1
2301,10,DG,5
1744,24,DP,3
2045,15,DB,6
565,16,LB,4
1565,20,DG,5
1993,10,DP,2
541,12,LG,3
608,24,LG,5
905,15,DP,2
1240,10,DB,6
1835,4,LG,5
360,6,LB,4
1313,10,DB,6
1922,24,LP,5
29,21,DG,4
1840,7,LB,6
2327,23,LB,5
1334,5,LP,2
1071,6,DP,2
395,4,LP,5
1516,14,DG,4
1950,17,DB,3
1700,6,DG,6
1908,5,LB,2
